idx,id,text
875,,"The Feast of the Goat begins with the return of Urania to her hometown of Santo Domingo, a city which had been renamed Ciudad Trujillo during Trujillo's time in power."
876,,"The fact that"" she's trying to deal with too many things"" saw Nicole transform into a messed up and depressed person."
877,,There are unsubstantiated reports that its range extends to southern Papua New Guinea.
878,,"Adam Reed, who had a spell on loan with York in the previous season, was signed on a contract until the end of the season after parting company with Burton."
879,,"Townsend's employs a variety of vocal techniques in his work, including screaming, growling or even falsetto."
880,,"Of the 21,000 civil aircraft registered in the UK, 96 per cent are engaged in GA operations, and annually the GA fleet accounts for between 1.25 and 1.35 million hours flown."
881,,"It will require a considerable amount of faith and, of course, money."" On 9 February 2007, Timbaland commented on the issue in an MTV interview:"" It makes me laugh."
882,,"However, since actual 70 mm cameras were expensive at the time, the film was shot on traditional 35 mm film and the 4: 3 picture was subsequently converted to a 2.2: 1 frame."
883,,"With a total worldwide gross of US $ 321 million, Megamind is Fey's most commercially successful picture to date."
884,,Sholay received a special award at the 50th Filmfare Awards in 2005: Best Film of 50 Years.
885,,The Bulls finished in first place in their division for the first time in 16 years and set a franchise record with 61 wins in the regular season.
886,,"While failing to score, Ross started many plays and proved an important part of the team."
887,,She said that no one knew what was going to happen with Liam Murphy (Axle Whitehead) and that Nicole felt guilty for betraying Belle because she was her friend.
888,,"With Mason returning from injury, Hunwick was third on the team's depth chart when an injury to York allowed Hunwick to remain as the back-up for the final two games of the year."
889,,""" Livin' the Dream"" is the twenty-first episode of the ninth season of the American comedy television series The Office and the 197th episode overall."
890,,The gods' actions in the present are described and praised in hymns and funerary texts.
891,,Successful operation of the prototype for three years enabled the production version of the reactor for Arihant.
892,,"In addition to Polish titles, Armia Krajowa also printed false German newspapers designed to decrease morale of the occupying German forces (as part of Action N)."
893,,"The chancel is dominated by the high altar, which stands over 20 feet (6.1 m) tall, and which cost its donors $ 2,080 in 1913."
894,,The fungus was first described scientifically in 1805 by Johannes Baptista von Albertini and Lewis David de Schweinitz as Peziza carbonaria.
895,,"Nathan was also given the Major League Baseball Delivery Man of the Month award for July, going nine for nine in save opportunities and posting a 0.75 ERA for the month."
896,,"On May 5, 2014, Nathan recorded his 347th career save, tying him with Randy Myers for ninth on the all-time saves list."
897,,"At the outbreak of World War I, Erzherzog Ferdinand Max was in the III division of the Austrian-Hungarian battle-fleet."
898,,"In 2010, Fey was awarded the Mark Twain Prize for American Humor, becoming the youngest-ever recipient of the award."
899,,Another version states that Shiva was pleased with Ravana for restoring Parvati's composure and blessed him.
